,Lyrics,Artist
695,"Morning comes too early , And night time falls too late. And sometimes all I want to do is wait. The shadow I've been hiding in Has fled from me today. I know it's easier To walk away, Than look it in the eye. But I will raise a shelter to the sky And here beneath this star tonight I'll lie She will slowly yield the light As I awaken from the longest night. Dreams are shaking set sirens waking up tired eyes With the light the memories all rush into his head. By a candle stands a mirror of his heart and soul she dances She was dancing through the night above his bed. And walking to the window He throws the shutters out against the wall And from an ivory tower hears her call ""Let light surround you"" It's been a long, long time He's had a while to think it over In the end he only sees the change Light to dark Dark to light Light to dark Dark to light Heaven must be more than this When angels waken with a kiss Sacred hearts won't take the pain But mine will never be the same He stands before the window His shadow slowly fading from the wall And from an ivory tower he hears her call ""Let the light surround you"" Once I was but I was found. When I heard the stained glass Shatter all around me. She whispers words to clear my mind. I once could see but now at last, I'm blind. I know it's easier To walk away, Than look it in the eye. But I have given all that I could take. And now I've only habits left to break. Tonight I'll still be lying here surrounded In all the light.",Dream Theater
696,"She never really had a chance On that fateful moonlit night Sacrificed without a fight A victim of a circumstance Now that I've become aware And I've exposed this tragedy A sadness grows inside of me It all seems so unfair I'm learning all about my life By looking through her eyes Just beyond the churchyard gates Where the grass is overgrown I saw the writing on her stone I felt like I would suffocate In loving memory of our child So innocent, eyes open wide I felt so empty as I cried Like part of me had died I'm learning all about my life By looking through her eyes And as her image Wandered through my head I wept just like a baby As I lay awake in bed And I know what it's like To lose someone you love And this felt just the same She wasn't given any choice Desperation stole her voice I've been given so much more in life I've got a son, I've got a wife I had to suffer one last time To grieve for her and say goodbye Relive the anguish of my past To find out who I was at last The door has opened wide I'm turning with the tide Looking through her eyes",Dream Theater
697,Can you remember Remember my name As I flow through your life A thousand oceans I have flown Oh and cold Cold spirits of ice (ice ice) All my life I am the echo of your past I am returning The echo of a point in time In distant faces shine A thousand warriors I have known Oh and laughing As the spirits appear Oh all your life Shadows of another day And if you hear me talking on the wind You've got to understand We must remain Perfect strangers Oh oh I know I must remain inside this silent well of sorrow Oh A strand of silver Hanging through the sky Touching more than you see The voice of ages in your mind Oh is aching With the dead of the night Precious life Your tears are lost in falling rain And if you hear me talking on the wind You've got to understand We must remain Perfect strangers,Dream Theater
698,"Why, tell me the reasons why Try, still I don't understand Will I ever feel this again Blue sky, I'll meet you in the end Free them, free the memories of you Free me, and rest 'til I'm with you A day like today My whole world has been changed Nothing you say Will help ease my pain Turn, I'll turn this slowly round Burn, burn to feel alive again She, she'd want me to move one See me, this place I still belong Give chase, to find more than I have found And face, this time now on my own Days disappear And my world keeps changing I feel you here And it keeps me sane So I'm moving on I'll never forget As you lay there and watched me Accepting the end I knew you were scared You were strong I was trying I gave you my hand I said it's okay letting go time to leave here And I'll carry on The best that I can without you here beside me Let him come and take you home",Dream Theater
699,"You built this world around you, your universe In spite of best intentions, things could not be worse Chaos and fear left you hangin' by a thread As you argue with the voice inside your head Untethered angel Falling into darkness Don't be afraid of letting go Givin' up yourself won't set you free Misgivings and dismay, nightmares of wasted days Can't live your life this way, something needs to change Healthy, accepting thoughts, intent on driving us Avoidance at all costs, a painful thing to watch Fear can't live inside you Push you to the edge Face the fear within you Wake up from the dead Untethered angel Falling into darkness Don't be afraid of letting go Givin' up yourself won't set you free Set you free Untethered angel Falling into darkness Don't be afraid of letting go Open your heart, be set free",Dream Theater
700,"A question well served Is silence like a fever, A voice never heard Or a message with no receiver? Pray they won't ask Behind the stained glass There's always one more mask Has man been a victim Of his woman, of his father? If he elects not to bother Will he suffocate their faith? Desperate to fall Behind the great wall That separates us all When there is reason tonight I'm awake When there's no answer arrive the silent man If there is balance tonight he's awake If they have to suffer there lies the silent man Sin without deceivers A god with no believers I could sail by on the winds of silence And maybe they won't notice But this time I think it'd be better if I swim When there is reason tonight I'm awake When there's no answer arrive the silent man If there is balance tonight he's awake If they have to suffer there lies the silent man There lies the silent man",Dream Theater
701,"Open your eyes And turn off your mind Step right up folks And you will find A growing trend An epidemic Spread with zen And hypodermics yeah Yeah Just close your mind You can find all you need with your eyes The big machines take care of you Until you kill yourself and then The sales go through the roof Calculated, formulated Feed my head with simple thoughts And let me breathe instead of being taught All bottled up and tearing at the seams I'm bored, just let me breathe A daily dose of eMpTyV Will flush your mind right down the drain Shannon Hoon and Kurt Cobain Make yourself a household name yeah Yeah Just close your mind You can find all you need with your eyes The big machines take care of you Until you kill yourself And then the sales go through the roof Calculated, formulated Feed my head with simple thoughts And let me breathe instead of being taught All bottled up and tearing at the seams I'm bored, just let me breathe Strike up your best angst ridden posture, whoa Manufactured anger Let's not forget my legacy All my heroes have failed me Now they're dead and buried yeah Just close your mind You can find all you need with your eyes The big machines Will take care of you Until the fashion fades And the checks go through My bankroll's red And my face is blue And still they'll turn their backs on you For someone new Feed my head With some real thoughts And let me think instead Of being taught I'll say things You won't believe Just stand back Just let me breathe",Dream Theater
702,"I was sitting on the edge of his bed Staring at the headlines on the paper He said, ""Look at poor Gene Kelly I guess he won't be singing in the rain"" You can take away my heroes Can you take away my pain Take away my pain Leave the cold outside Please don't let it rain Don't stumble on my pride Take away my pain I'm not frightened anymore Just stay with me tonight I'm tired of this fight Soon I'll be knocking at your door She was standing by the edge of his bed Staring at the message on their faces He said, ""What else can you do, babe? I guess I won't be coming home again"" They just took away all my promises Make them take away my pain Take away my pain Leave the cold outside Please don't let it rain Don't stumble on my pride Take away my pain I'm not frightened anymore Just stay with me tonight I'm tired of this fight Soon I'll be knocking at your door His final scene The actor bows And all those years Are gone somehow The crowd applauds The curtain falls I was standing by the edge of the water I noticed my reflection in the waves Then I saw you looking back at me And I knew that for a moment You were calling out my name You took away my hero Will you take away my pain Take away my pain Let the cold inside It's time to let it rain There's nothing left to hide Take away my pain I'm not frightened anymore I'm learning to survive Without you in my life Til you come knocking at my door",Dream Theater
703,"Tunnel vision at blinding speed Controlling my thoughts, obsessing me Void of any uncertainty Throughout my very soul Lost illusions of my control Resisting all hope of letting go Racing impulse of dark desire Drives me through the night I try to shut it down It leaves me in the dust No matter what I've found I can never get enough Frantic actions of insanity Impulsive laced profanity Long for elusive serenity Way out of my control [Chorus:] Traveling through both space and time (Out of body, out of mind) Out of control, my wheels in constant motion Spinning round and round it goes (I can't let up, I can't let go) Can't stop this flame from burning Forever more, into the night, blistering Focus here, focus there Cannot see the light (Falling down through the night) Sprawling everywhere Searching left, searching right (Panic setting in, I can no longer fight) When will this end? Accelerate, dislocate (Set to crash and burn, haven't got time to waste) Not planning to return Aggravate, agitate (When will I ever learn?) There's no way out of here Nowhere to turn Obsessive yearning Compulsive burning Still never learning Insane random thoughts of neat disorder Scattered wasteland surrounding me Tattered memories of what used to be Apocalyptic mind debris Until we meet again (Uh) [Chorus] Traveling through both space and time (Out of body, out of mind) Out of control, my wheels in constant motion Spinning round and round it goes (I can't let up, I can't let go) Can't stop this flame from burning Can't stop the wheels from turning [Chorus]",Dream Theater
704,"The water's edge is where she waits Lost soul still wandering Meant to die, but she's stuck not crossing over The other side is where he waits His spirit reaching out Meant to save, but she's too scared to take his hand Living in a world without you (drowning in the past) Is living in no world at all So now I call on you Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over now Don't turn your back on Paradise Feeling scared, she's prepared To give up everything She can't stand to feel like half of her is fading He will choose the only way To rid her of her pain Take her soul now; the decision has been made Living in a world without love (burning into my soul) Is living in a worthless world So I will call on you Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over Remember me; you were so young How could I tell you? Remember me: I am the one Who saved your life that night I was the one who would not Abandon you Even in death I was the one who would not leave you I used my freedom to protect you And all the while direct you Do you remember me this time? Even in death I gave you life I gave you life I wanted to deserve a place... A place beside you This time when I reach out my hand It reached all the way to heaven Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over now Goodbye It's almost over now Goodbye It's time I release you from this life Don't turn your back on Paradise",Dream Theater
705,"For a while I thought I fell asleep Lying motionless inside a dream Then rising suddenly I felt a chilly breath upon me She softly whispered in my ear Forsaken, I have come for you tonight Awaken, look in my eyes And take my hand Give yourself up to me I waited painfully for not to fall again Trying to silence the fear within me Out of the night and mist I felt a stinging kiss And saw a crimson sting on her lips I have to know your name Where have I seen Your face before? My dear, why don't you be afraid? Forsaken, I have come for you tonight Awaken, look in my eyes And take my hand Give yourself up to me Take me far away Close your eyes And hold your breath 'Til the ends of the earth Forsaken, I have come for you tonight Awaken, look in my eyes and take my hand Forsaken, fly away with me tonight Awaken, renew my life Now you are mine Give yourself up to me",Dream Theater
706,"The water's edge is where she waits Lost soul still wandering Meant to die, but she's stuck not crossing over The other side is where he waits His spirit reaching out Meant to save, but she's too scared to take his hand Living in a world without you (drowning in the past) Is living in no world at all So now I call on you Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over now Don't turn your back on Paradise Feeling scared, she's prepared To give up everything She can't stand to feel like half of her is fading He will choose the only way To rid her of her pain Take her soul now; the decision has been made Living in a world without love (burning into my soul) Is living in a worthless world So I will call on you Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over Remember me; you were so young How could I tell you? Remember me: I am the one Who saved your life that night I was the one who would not Abandon you Even in death I was the one who would not leave you I used my freedom to protect you And all the while direct you Do you remember me this time? Even in death I gave you life I gave you life I wanted to deserve a place... A place beside you This time when I reach out my hand It reached all the way to heaven Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over now Goodbye It's almost over now Goodbye It's time I release you from this life Don't turn your back on Paradise",Dream Theater
707,"Tunnel vision at blinding speed Controlling my thoughts, obsessing me Void of any uncertainty Throughout my very soul Lost illusions of my control Resisting all hope of letting go Racing impulse of dark desire Drives me through the night I try to shut it down It leaves me in the dust No matter what I've found I can never get enough Frantic actions of insanity Impulsive laced profanity Long for elusive serenity Way out of my control [Chorus:] Traveling through both space and time (Out of body, out of mind) Out of control, my wheels in constant motion Spinning round and round it goes (I can't let up, I can't let go) Can't stop this flame from burning Forever more, into the night, blistering Focus here, focus there Cannot see the light (Falling down through the night) Sprawling everywhere Searching left, searching right (Panic setting in, I can no longer fight) When will this end? Accelerate, dislocate (Set to crash and burn, haven't got time to waste) Not planning to return Aggravate, agitate (When will I ever learn?) There's no way out of here Nowhere to turn Obsessive yearning Compulsive burning Still never learning Insane random thoughts of neat disorder Scattered wasteland surrounding me Tattered memories of what used to be Apocalyptic mind debris Until we meet again (Uh) [Chorus] Traveling through both space and time (Out of body, out of mind) Out of control, my wheels in constant motion Spinning round and round it goes (I can't let up, I can't let go) Can't stop this flame from burning Can't stop the wheels from turning [Chorus]",Dream Theater
708,"For a while I thought I fell asleep Lying motionless inside a dream Then rising suddenly I felt a chilly breath upon me She softly whispered in my ear Forsaken, I have come for you tonight Awaken, look in my eyes And take my hand Give yourself up to me I waited painfully for not to fall again Trying to silence the fear within me Out of the night and mist I felt a stinging kiss And saw a crimson sting on her lips I have to know your name Where have I seen Your face before? My dear, why don't you be afraid? Forsaken, I have come for you tonight Awaken, look in my eyes And take my hand Give yourself up to me Take me far away Close your eyes And hold your breath 'Til the ends of the earth Forsaken, I have come for you tonight Awaken, look in my eyes and take my hand Forsaken, fly away with me tonight Awaken, renew my life Now you are mine Give yourself up to me",Dream Theater
709,"The water's edge is where she waits Lost soul still wandering Meant to die, but she's stuck not crossing over The other side is where he waits His spirit reaching out Meant to save, but she's too scared to take his hand Living in a world without you (drowning in the past) Is living in no world at all So now I call on you Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over now Don't turn your back on Paradise Feeling scared, she's prepared To give up everything She can't stand to feel like half of her is fading He will choose the only way To rid her of her pain Take her soul now; the decision has been made Living in a world without love (burning into my soul) Is living in a worthless world So I will call on you Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over Remember me; you were so young How could I tell you? Remember me: I am the one Who saved your life that night I was the one who would not Abandon you Even in death I was the one who would not leave you I used my freedom to protect you And all the while direct you Do you remember me this time? Even in death I gave you life I gave you life I wanted to deserve a place... A place beside you This time when I reach out my hand It reached all the way to heaven Remember me: I gave you life You would not take it Your suffering was all in vain It's almost over now Goodbye It's almost over now Goodbye It's time I release you from this life Don't turn your back on Paradise",Dream Theater
710,"The Sleeper: Shine- lake of fire Lines take me higher My mind drips desire Confined and overtired Living this charade Is getting me nowhere I can't shake this charade The city's cold blood calls me home HomeIt's what I long for Back homewhere I belong The city- it calls to me Decadent scenes from my memory Sorrow- eternity My demons are coming to drown me Help- I'm falling, I'm crawling I can't keep away from its clutch Can't have it, this habit It's calling me back to my home The Miracle: I remember the first time she came to me Poured her soul out all night and cried I remember I was told there's a new love that's born For each one that has died I never thought that I Could carry on with this life But I can't resist myself No matter how hard I try Living their other life Is getting them nowhere I'll make her my wife Her sweet temptation calls me home HomeIt's what I long for My homewhere she belongs Her ecstasy- means so much to me Even decieving my own blood Victoria watches and thoughtfully smiles She's taking me to my home Help- he's my brother, but I love her I can't keep away from her touch Deception, dishonor It's calling me back to my home Nicholas: Her story- it holds the key Unlocking dreams from my memory Solving this mystery Is everything that is a part of me Help- regression, obsession I can't keep away from her touch Leave no doubt, to find out It's calling me back to my home",Dream Theater
711,"Under the sun There's nothing to hide Under the moon A stranger waits inside People disappear The music fades away Splashing through the rain I'll dream with them one day It's raining, raining On the streets of New York City It's raining, raining Raining deep in heaven I may have wasted all those years They're not worth their time in tears I may have spent too long in darkness In the warmth of my fears Take a look at yourself Not at anyone else And tell me what you see I know the air is cold I know the streets are cruel But I'll enjoy the ride today It's raining, raining On the streets of New York City It's raining, raining Raining deep in heaven Raining deep in heaven I may have wasted all those years They're not worth their time in tears I may have spent too long in darkness In the warmth of my fears And as I walk through all my myths Rising and sinking like the waves With my thoughts wrapped around me Through a trial of tears Hidden by disguise Stumbling in a world Feeling uninspired He gets into his car Not within his eyes to see Open up, open up Not much better than the man you hate Still awake I continue to move along Cultivating my own nonsense Welcome to the wasteland Where you'll find ashes Nothing but ashes Still awake Bringing change Bringing movement, bringing life A silent prayer Thrown away Disappearing in the air Rising Sinking Raining deep inside me Nowhere to turn I look for a way back home It's raining, raining Raining deep in heaven It's raining, raining Raining deep in heaven It's raining, raining Raining deep in heaven It's raining, raining Raining deep in heaven",Dream Theater
712,"To Rise, To Fall. To Hurt, To Hate. To Want, To Wait. To Heal, To Save. Can't hear it We fear it Awareness won't come near it Distractive Reactive Disguised in spite of time I never bared my emotion My passion always strong I never lost my devotion But somewhere fate went wrong Can't let them rape me again Your venom's not family here Won't let them fill me with Fatalistic remedies What if the rest of the world Was hopelessly blinded by fear? Where would my sanctity live? Suddenly nobody cares. It's never enough You're wasting your time Isn't there something I could say? You don't understand You're closing me out How can we live our lives this way? You tell me I'm wrong I'm risking my life Still, I have nothing in return I show you my hands You don't see the scars Maybe you'll leave me here to burn. What if the rest of the world Was hopelessly drowning in vain? Where would our self pity run? Suddenly everyone cares. Blood Heal me Fear Change me Belief will always save me Blood Swearing Fear Staring Conviction made aware Give up on misery Turn your back on dissent Leave their distrust behind Wash your hands of regret Do you feel you don't know me anymore? And do you feel I'm afraid of your love? And how come you don't want me asking? And how come my heart's not invited? You say you want everyone happy Well, we're not laughing. And how come you don't understand me? And how come I don't understand you? Thirty years say we're in this together So open your eyes. People in prayer for me Everyone there for me Sometimes I feel I should face this alone My soul exposed It calms me to know that I won't Blood Heal me Fear Change me Belief will always save me Blood Swearing Fear Staring Conviction made aware Give up on misery Turn your back on dissent Leave their distrust behind Wash your hands of regret Blood Heal me Fear Change me Belief will always save me Blood Swearing Fear Staring Conviction made aware Learning from misery Staring back at dissent Leaving distrust behind I'm inspired and content",Dream Theater
713,"Silence disguised I watch you Show me the hurt That haunts you Would you despise the thrill If all you hide were mine? I can't hold on any longer These feelings keep growing stronger Echoes that deafen the mind will bury my voice in their wake Caught in a Web Removed from the world Hanging on by a thread Spinning the lies devised in my head I've seen the path the one you take shows the truth for you to make This turn of phrase we might not see is the thirst of desire found so easily Try to push me 'round the world some more And make me live in fear I bare all that I am made of now Attractive I don't care 'Cause even when I danced with life no one was there to share Does this voice the wounds of your soul? Does this voice the wounds of your soul? Caught in a Web Removed from the world Hanging on by a thread Spinning the lies devised in my head Tried to live the life you live and saw It doesn't work for me I bare all that I am made of now Attractive, I can't be Inside the Dance of Life is one I'll never hold to me You can't heal the wounds of my soul. You can't heal the wounds of my soul. Caught in a Web Removed from the world Hanging on by a thread Spinning the lies devised in my head Caught in a Web Refused by the world Hanging on by a thread Spinning a cage Denied and misread",Dream Theater
714,He's just the kind of man You hear about Who leaves his family for An easy out They never saw the signs He never said a word He couldn't take another day Carry me to the shoreline Bury me in the sand Walk me across the water And maybe you'll understand Once the stone You're crawling under Is lifted off your shoulders Once the cloud that's raining Over your head disappears The noise that you'll hear Is the crashing down of hollow years She's not the kind of girl You hear about She'll never want another She'll never be without She'll give you all the signs She'll tell you everything Then turn around and walk away Carry me to the shoreline Bury me in the sand Walk me across the water And maybe you'll understand Once the stone You're crawling under Is lifted off your shoulders Once the cloud that's raining Over your heads disappears The noise that you'll hear Is the crashing down of hollow years Carry me to the shoreline Bury me in the sand Walk me across the water And maybe you'll understand Once the stone You're crawling under Is lifted off your shoulders Once the cloud that's raining Over your heads disappears The noise that you'll hear Is the crashing down of hollow years,Dream Theater
715,"There was no time for pain No energy for anger The sightlessness of hatred slips away Walking through winter streets alone He stops and takes a breath With confidence and self-control I look at the world and see no understanding I'm waiting to find some sense of strength I'm begging you from the bottom of my heart To show me understanding I need to live life Like some people never will So find me kindness Find me beauty Find me truth When temptation brings me to my knees And I lay here drained of strength Show me kindness Show me beauty Show me truth The way your heart sounds Makes all the difference It's what decides if you'll endure the pain that we all feel The way your heart beats Makes all the difference In learning to live Here before me is my soul I'm learning to live I won't give up till I've no more to give No more to give Listening to the city Whispering its violence I set out watching from above The 90's bring new questions New solutions to be found I fell in love to be let down Once again we dance in the crowd At times a step away From a common fear that's all spread out It won't listen to what you say Once you're touched you stand alone To face the bitter fight Once I reached for love And now I reach for life Another chance to lift my life Free the sensation in my heart To ride the wings of dreams Into changing horizons It brings inner peace within my mind As I'm lifted from where I spilt my life I hear an innocent voice I hear kindness, beauty and truth The way your heart sounds Makes all the difference It's what decides if you'll endure the pain that we all feel The way your heart beats Makes all the difference In learning to live Spread before you is your soul So forever hold the dreams within our hearts Through nature's inflexible grace I'm learning to live",Dream Theater
716,Sometimes For a moment of bliss In the passion We're craving There's a message we miss Sometimes when The spirit's left alone We must believe in something To find if we've grown Tragic reflex Shattered calm Static progress Senses gone Numb awareness Final psalm Swept away with the tide (Swept away with the tide) Through the holes in my hands (Through the holes in my hands) Crown of thorns at my side (Crown of thorns At my side ye ye yeah) Drawing lines in the sand Sometimes If you're perfectly still You can hear the virgin weeping For the savior of your will Sometimes Your castles in the air And the fantasies you're seeking Are the crosses you bear Sacred conflict Blessed prize Weeping crosses Stainless eyes Desperate addict Faith disguised Swept away with the tide (Swept away with the tide) Through the holes in my hands (Through the holes in my hands yeah) Crown of thorns at my side (Crown of thorns at my side) Drawing lines in the sand We fabricate our demons Invite them into our homes Have supper with the aliens And fight the war alone We conjure up our skeletons Enlist the den of thieves Frightened from our closets Then sewn upon our sleeves In the stream of consciousness There is a river crying Living comes much easier Once we admit We're dying Sometimes In the wreckage of our wake There's a bitterness we harbor And hate for hatred's sake Sometimes We dig an early grave And crucify our instincts For the hope we couldn't save Sometimes A view from sinless eyes Centers our perspective And pacifies our cries Sometimes The anguish we survive And the mysteries we nurture Are the fabrics of our lives Swept away with the tide (Swept away with tide yeeah) Through the holes in my hands (Through the holes Holes in my hands) Crown of thorns at my side (Crown of thorns at my side yeah) Drawing lines in the sand,Dream Theater
717,"There, there it is I swear he's gonna murder that poor kid Wait, I hear it again Don't turn on the lights until we Hear the way it ends Under Peruvian skies Vanessa regretfully waits The story unfolds in her eyes Where midnight hysteria's No big surprise Battered and bruised Always confusing The love that she's losing for hate Poor Vanessa Hey, I hope you know I'm taking all of this time with me when I go Shame, you're not to blame I'm the monster you created In your daddy's name Under Peruvian skies Vanessa regretfully waits The story unfolds in her eyes Where midnight hysteria's No big surprise Battered and bruised Always confusing The love that she's losing for hate Poor Vanessa Terror by night Liar by day Telling her secrets Won't take them away Under Peruvian skies Vanessa regretfully waits The story unfolds in her eyes Where midnight hysteria's No big surprise Battered and bruised Always confusing The love that she's losing for hate Poor Vanessa",Dream Theater
718,"Lost in the sky Clouds roll by and I roll with them Arrows fly Seas increase and then fall again This world is spinning around me This world is spinning without me and Every day sends future to past Every breath leaves me one less to my last Watch the sparrow falling Gives new meaning to it all If not today nor yet tomorrow then some other day I'll take seven lives for one And then my only father's son As sure as I did ever love him I am not afraid This world is spinning around me The whole world keeps spinning around me and All life is future to past Every breath leaves me one less to my last Pull me under Pull me under Pull me under, I'm not afraid All that I feel is honor and spite All I can do is to set it right Dust fills my eyes Clouds roll by and I roll with them Centuries cry Orders fly and I fall again This world is spinning inside me The whole world is spinning inside me Every day sends future to past Every step brings me closer to my last Pull me under Pull me under Pull me under, I'm not afraid Living my life too much in the sun Only until your will is done Pull me under Pull me under Pull me under, I'm not afraid All that I feel is honor and spite All I can do is to set it right Pull me under Pull me under Pull me under, I'm not afraid Living my life too much in the sun Only until your will is done Oh that this too Too solid flesh Would melt",Dream Theater
719,"Under the sun There's nothing to hide Under the moon A stranger waits inside People disappear The music fades away Splashing through the rain I'll dream with them one day It's raining, raining On the streets of New York City It's raining, raining Raining deep in heaven I may have wasted all those years They're not worth their time in tears I may have spent too long in darkness In the warmth of my fears Take a look at yourself Not at anyone else And tell me what you see I know the air is cold I know the streets are cruel But I'll enjoy the ride today It's raining, raining On the streets of New York City It's raining, raining Raining deep in heaven Raining deep in heaven I may have wasted all those years They're not worth their time in tears I may have spent too long in darkness In the warmth of my fears And as I walk through all my myths Rising and sinking like the waves With my thoughts wrapped around me Through a trial of tears Hidden by disguise Stumbling in a world Feeling uninspired He gets into his car Not within his eyes to see Open up, open up Not much better than the man you hate Still awake I continue to move along Cultivating my own nonsense Welcome to the wasteland Where you'll find ashes Nothing but ashes Still awake Bringing change Bringing movement, bringing life A silent prayer Thrown away Disappearing in the air Rising Sinking Raining deep inside me Nowhere to turn I look for a way back home It's raining, raining Raining deep in heaven It's raining, raining Raining deep in heaven It's raining, raining Raining deep in heaven It's raining, raining Raining deep in heaven",Dream Theater
720,"The Sleeper: Shine- lake of fire Lines take me higher My mind drips desire Confined and overtired Living this charade Is getting me nowhere I can't shake this charade The city's cold blood calls me home HomeIt's what I long for Back homewhere I belong The city- it calls to me Decadent scenes from my memory Sorrow- eternity My demons are coming to drown me Help- I'm falling, I'm crawling I can't keep away from its clutch Can't have it, this habit It's calling me back to my home The Miracle: I remember the first time she came to me Poured her soul out all night and cried I remember I was told there's a new love that's born For each one that has died I never thought that I Could carry on with this life But I can't resist myself No matter how hard I try Living their other life Is getting them nowhere I'll make her my wife Her sweet temptation calls me home HomeIt's what I long for My homewhere she belongs Her ecstasy- means so much to me Even decieving my own blood Victoria watches and thoughtfully smiles She's taking me to my home Help- he's my brother, but I love her I can't keep away from her touch Deception, dishonor It's calling me back to my home Nicholas: Her story- it holds the key Unlocking dreams from my memory Solving this mystery Is everything that is a part of me Help- regression, obsession I can't keep away from her touch Leave no doubt, to find out It's calling me back to my home",Dream Theater
721,"Let me help you, how much longer till you realize? You're getting worse and it's killing you inside I can't break through, do you have to face this on your own? Want to be left alone Don't leave me now, don't leave me now I know that it's tearing you apart Don't leave me now, don't leave me now Come alive You feel I'm asking too much of you but can't let go Fear breeds the hate and your apathy, empty and hollow You lost your face, there's no getting through. Why shut me out? Frantic, disturbed, filled with misery, can't figure it out Sleepless, worse for wear Staring at the ceiling I'm sedated, intoxicated Deafening, deafening Shout it out, shout it out Burning, burning No way out, no way out Don't leave me now, don't leave me now I know that it's tearing you apart Don't leave me now, don't leave me now Come alive Asked me to listen Can't go on to face another day I lied, not admitting What I lost is still in you Something's missing You see darkness in my eyes Maculate, there is no cure Playing over to stop pretending Walked inside, it's never ending turn Don't leave me now, don't leave me now Don't leave me now Don't leave me now, don't leave me now Don't leave me now",Dream Theater
722,"The anger, the pressure You're choking down your words again Feel the nerves set in Unspoken frustration They see right through you Paper thin, like the ghost within A heart that feels no pain Addicted to the game Breaking beneath the strain I am paralyzed The stare of a stranger Is like a wound that bleeds again Silent as the dead The victim, the martyr Like Daniel in the lion's den Time and time again A heart that feels no pain Addicted to the game Breaking beneath the strain I am paralyzed I am paralyzed A heart that feels no pain Addicted to the game Relentless mental trait? What do you stand to gain? Viewing life through such a narrow, fractured lens We'll ensure you end up on the losing end Breaking beneath the string I am paralyzed I am paralyzed I am paralyzed I am paralyzed I am paralyzed",Dream Theater
723,"Lost in the sky Clouds roll by and I roll with them Arrows fly Seas increase and then fall again This world is spinning around me This world is spinning without me and Every day sends future to past Every breath leaves me one less to my last Watch the sparrow falling Gives new meaning to it all If not today nor yet tomorrow then some other day I'll take seven lives for one And then my only father's son As sure as I did ever love him I am not afraid This world is spinning around me The whole world keeps spinning around me and All life is future to past Every breath leaves me one less to my last Pull me under Pull me under Pull me under, I'm not afraid All that I feel is honor and spite All I can do is to set it right Dust fills my eyes Clouds roll by and I roll with them Centuries cry Orders fly and I fall again This world is spinning inside me The whole world is spinning inside me Every day sends future to past Every step brings me closer to my last Pull me under Pull me under Pull me under, I'm not afraid Living my life too much in the sun Only until your will is done Pull me under Pull me under Pull me under, I'm not afraid All that I feel is honor and spite All I can do is to set it right Pull me under Pull me under Pull me under, I'm not afraid Living my life too much in the sun Only until your will is done Oh that this too Too solid flesh Would melt",Dream Theater
724,"Open your eyes And turn off your mind Step right up folks And you will find A growing trend An epidemic Spread with zen And hypodermics yeah Yeah Just close your mind You can find all you need with your eyes The big machines take care of you Until you kill yourself and then The sales go through the roof Calculated, formulated Feed my head with simple thoughts And let me breathe instead of being taught All bottled up and tearing at the seams I'm bored, just let me breathe A daily dose of eMpTyV Will flush your mind right down the drain Shannon Hoon and Kurt Cobain Make yourself a household name yeah Yeah Just close your mind You can find all you need with your eyes The big machines take care of you Until you kill yourself And then the sales go through the roof Calculated, formulated Feed my head with simple thoughts And let me breathe instead of being taught All bottled up and tearing at the seams I'm bored, just let me breathe Strike up your best angst ridden posture, whoa Manufactured anger Let's not forget my legacy All my heroes have failed me Now they're dead and buried yeah Just close your mind You can find all you need with your eyes The big machines Will take care of you Until the fashion fades And the checks go through My bankroll's red And my face is blue And still they'll turn their backs on you For someone new Feed my head With some real thoughts And let me think instead Of being taught I'll say things You won't believe Just stand back Just let me breathe",Dream Theater
725,"You built this world around you, your universe In spite of best intentions, things could not be worse Chaos and fear left you hangin' by a thread As you argue with the voice inside your head Untethered angel Falling into darkness Don't be afraid of letting go Givin' up yourself won't set you free Misgivings and dismay, nightmares of wasted days Can't live your life this way, something needs to change Healthy, accepting thoughts, intent on driving us Avoidance at all costs, a painful thing to watch Fear can't live inside you Push you to the edge Face the fear within you Wake up from the dead Untethered angel Falling into darkness Don't be afraid of letting go Givin' up yourself won't set you free Set you free Untethered angel Falling into darkness Don't be afraid of letting go Open your heart, be set free",Dream Theater
726,"The anger, the pressure You're choking down your words again Feel the nerves set in Unspoken frustration They see right through you Paper thin, like the ghost within A heart that feels no pain Addicted to the game Breaking beneath the strain I am paralyzed The stare of a stranger Is like a wound that bleeds again Silent as the dead The victim, the martyr Like Daniel in the lion's den Time and time again A heart that feels no pain Addicted to the game Breaking beneath the strain I am paralyzed I am paralyzed A heart that feels no pain Addicted to the game Relentless mental trait? What do you stand to gain? Viewing life through such a narrow, fractured lens We'll ensure you end up on the losing end Breaking beneath the string I am paralyzed I am paralyzed I am paralyzed I am paralyzed I am paralyzed",Dream Theater
